-- Bus Driver
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0001', 'C008', 'DRV510134R', DATE '2027-07-13', 'Joseph', 'Mack', '+60-12-1301016', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0120', 'C013', 'DRV561374G', DATE '2027-08-27', 'Brian', 'Wilson', '+60-19-3462680', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0121', 'C010', 'DRV634509F', DATE '2028-03-05', 'Dennis', 'Williams', '+60-18-8723267', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0122', 'C011', 'DRV556115J', DATE '2034-02-11', 'Stephanie', 'Weiss', '+60-19-6764278', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0123', 'C001', 'DRV329493R', DATE '2030-09-15', 'Joe', 'Reynolds', '+60-13-1625945', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0124', 'C011', 'DRV324306P', DATE '2029-01-26', 'Christopher', 'Smith', '+60-10-4659249', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0125', 'C003', 'DRV720927T', DATE '2032-03-17', 'Elizabeth', 'Reed', '+60-13-8331495', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0126', 'C008', 'DRV725304M', DATE '2030-07-14', 'Lisa', 'Brown', '+60-18-1655150', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0127', 'C016', 'DRV517970C', DATE '2027-09-27', 'Daniel', 'Wright', '+60-17-9922565', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0128', 'C005', 'DRV916929M', DATE '2030-08-17', 'David', 'Sparks', '+60-18-1749584', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0129', 'C012', 'DRV668088T', DATE '2031-02-12', 'Sabrina', 'Bray', '+60-16-9832748', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0130', 'C019', 'DRV935115A', DATE '2032-11-23', 'Nathan', 'Anderson', '+60-19-7326996', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0131', 'C001', 'DRV553235P', DATE '2033-09-24', 'Nancy', 'Morrison', '+60-13-6636825', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0132', 'C012', 'DRV709387D', DATE '2032-08-03', 'Lawrence', 'Skinner', '+60-10-5457783', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0133', 'C012', 'DRV371024D', DATE '2032-08-08', 'William', 'Smith', '+60-10-5135002', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0134', 'C013', 'DRV998059R', DATE '2031-08-23', 'Christopher', 'Ball', '+60-10-3000144', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0135', 'C009', 'DRV866065T', DATE '2032-03-06', 'Sean', 'Garcia', '+60-14-4519801', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0136', 'C012', 'DRV549544H', DATE '2030-01-07', 'Raymond', 'Gregory', '+60-16-7182531', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0137', 'C005', 'DRV855792G', DATE '2029-11-25', 'Jamie', 'Howard', '+60-15-4464468', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0138', 'C017', 'DRV884535G', DATE '2034-10-26', 'Justin', 'Zamora', '+60-14-4979360', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0139', 'C009', 'DRV145734T', DATE '2029-06-02', 'Paul', 'Green', '+60-18-1857115', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0140', 'C008', 'DRV202736S', DATE '2027-03-03', 'Kathy', 'Santana', '+60-11-5889227', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0141', 'C018', 'DRV652227Z', DATE '2029-05-20', 'Kimberly', 'Diaz', '+60-11-7351777', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0142', 'C001', 'DRV168008P', DATE '2028-05-09', 'Derek', 'Klein', '+60-14-2699542', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0143', 'C016', 'DRV735818V', DATE '2028-05-13', 'Joseph', 'Orozco', '+60-10-4073784', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0144', 'C014', 'DRV477492V', DATE '2027-11-22', 'Michael', 'Melendez', '+60-16-9021035', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0145', 'C010', 'DRV173885D', DATE '2032-10-13', 'David', 'Jenkins', '+60-15-5267281', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0146', 'C008', 'DRV922815E', DATE '2031-01-23', 'April', 'Spencer', '+60-17-3122107', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0147', 'C008', 'DRV877825M', DATE '2028-09-01', 'Elizabeth', 'Martinez', '+60-17-6688487', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0148', 'C008', 'DRV971451Q', DATE '2032-04-01', 'Justin', 'Owen', '+60-19-9397362', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0149', 'C016', 'DRV480066Z', DATE '2031-11-20', 'Scott', 'Young', '+60-17-5822135', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0150', 'C018', 'DRV267774W', DATE '2028-03-25', 'Mary', 'Harvey', '+60-14-3755216', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0151', 'C008', 'DRV993890J', DATE '2034-02-20', 'Mary', 'Roth', '+60-18-7867153', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0152', 'C019', 'DRV408686C', DATE '2032-09-28', 'Sherry', 'White', '+60-15-4006832', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0153', 'C006', 'DRV124218M', DATE '2028-11-21', 'Paul', 'Perry', '+60-17-5862188', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0154', 'C011', 'DRV198513Y', DATE '2030-09-21', 'Ruth', 'Aguirre', '+60-16-1750529', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0155', 'C009', 'DRV109192X', DATE '2028-11-04', 'Leah', 'Miller', '+60-11-9586841', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0156', 'C012', 'DRV687959Q', DATE '2031-03-06', 'Robert', 'Waters', '+60-14-7435452', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0157', 'C019', 'DRV960164S', DATE '2033-04-11', 'Maria', 'Brown', '+60-15-5569216', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0158', 'C006', 'DRV606242Q', DATE '2027-01-17', 'David', 'Carroll', '+60-15-1231746', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0159', 'C014', 'DRV866090C', DATE '2031-03-02', 'Ashley', 'Little', '+60-11-1103265', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0160', 'C005', 'DRV101742H', DATE '2029-11-02', 'Nancy', 'Collins', '+60-14-1562212', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0161', 'C016', 'DRV180039H', DATE '2032-05-23', 'Victoria', 'Wade', '+60-10-6034781', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0162', 'C010', 'DRV449488M', DATE '2031-11-18', 'Justin', 'Woodward', '+60-10-6925985', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0163', 'C015', 'DRV133072Z', DATE '2033-11-26', 'Jason', 'Williams', '+60-10-4640254', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0164', 'C016', 'DRV703556B', DATE '2027-10-04', 'Michelle', 'Owen', '+60-19-2348526', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0165', 'C006', 'DRV673047K', DATE '2029-04-04', 'George', 'Williams', '+60-14-4906840', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0166', 'C006', 'DRV390596E', DATE '2030-06-03', 'Priscilla', 'Brown', '+60-19-5216852', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0167', 'C014', 'DRV235064R', DATE '2029-11-13', 'Richard', 'Higgins', '+60-12-2982401', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0168', 'C016', 'DRV738758H', DATE '2034-01-08', 'Jennifer', 'Mcmillan', '+60-11-4864602', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0169', 'C015', 'DRV276942X', DATE '2027-11-28', 'Shirley', 'Huffman', '+60-17-1035659', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0170', 'C003', 'DRV696751T', DATE '2028-03-01', 'Scott', 'Mcmillan', '+60-19-9381314', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0171', 'C006', 'DRV389936D', DATE '2031-12-09', 'Jacqueline', 'Clark', '+60-10-8838493', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0172', 'C011', 'DRV108037B', DATE '2027-03-31', 'Eric', 'Schneider', '+60-19-2829954', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0173', 'C004', 'DRV995182R', DATE '2028-04-25', 'Tiffany', 'Williams', '+60-17-4523433', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0174', 'C016', 'DRV813504L', DATE '2033-08-23', 'Laura', 'Andrade', '+60-10-8138064', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0175', 'C009', 'DRV707023G', DATE '2033-03-06', 'Matthew', 'White', '+60-14-5599519', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0176', 'C009', 'DRV909087O', DATE '2033-07-10', 'Terri', 'Barrett', '+60-17-3355541', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0177', 'C019', 'DRV595788F', DATE '2028-05-28', 'Christopher', 'Robinson', '+60-15-5927333', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0178', 'C018', 'DRV576833A', DATE '2028-12-13', 'Kimberly', 'Stanley', '+60-10-1955861', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0179', 'C011', 'DRV994847S', DATE '2031-10-11', 'Michael', 'Fisher', '+60-16-7543129', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0180', 'C010', 'DRV875488E', DATE '2031-02-12', 'Justin', 'Richard', '+60-19-9859663', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0181', 'C015', 'DRV908766C', DATE '2028-03-13', 'Vickie', 'Buckley', '+60-12-6181162', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0182', 'C007', 'DRV398154O', DATE '2029-02-01', 'April', 'Carlson', '+60-13-6332541', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0183', 'C009', 'DRV265829T', DATE '2028-05-11', 'Shawn', 'Rios', '+60-13-7856595', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0184', 'C004', 'DRV425177Y', DATE '2034-10-17', 'Anthony', 'Phillips', '+60-16-5411714', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0185', 'C014', 'DRV214620O', DATE '2034-07-22', 'Nathaniel', 'Singh', '+60-19-2294290', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0186', 'C007', 'DRV916720L', DATE '2032-05-26', 'James', 'Williams', '+60-18-1678373', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0187', 'C001', 'DRV964945Z', DATE '2027-07-13', 'Brenda', 'Henry', '+60-11-6872627', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0188', 'C003', 'DRV968913N', DATE '2032-12-22', 'Karen', 'Alvarado', '+60-15-4852077', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0189', 'C009', 'DRV845414X', DATE '2028-06-02', 'Tiffany', 'Williamson', '+60-13-4192909', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0190', 'C002', 'DRV932698T', DATE '2030-07-30', 'Audrey', 'Hester', '+60-16-2068215', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0191', 'C004', 'DRV587328V', DATE '2035-04-04', 'Erin', 'Garcia', '+60-14-7513868', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0192', 'C013', 'DRV875023N', DATE '2034-12-11', 'Sarah', 'Avila', '+60-15-3126295', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0193', 'C018', 'DRV264899T', DATE '2035-07-29', 'Tyler', 'Stewart', '+60-10-1566326', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0194', 'C002', 'DRV965417Q', DATE '2033-09-20', 'Kristen', 'Villanueva', '+60-13-9913417', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0195', 'C009', 'DRV191596J', DATE '2031-03-10', 'Matthew', 'Castillo', '+60-10-4539064', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0196', 'C002', 'DRV730532Z', DATE '2030-08-22', 'Curtis', 'Marquez', '+60-16-6589769', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0197', 'C004', 'DRV497500P', DATE '2027-07-15', 'Hannah', 'Dawson', '+60-14-1938697', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0198', 'C009', 'DRV894389H', DATE '2029-01-30', 'Miguel', 'Williams', '+60-14-4720862', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0199', 'C006', 'DRV840782T', DATE '2029-02-21', 'Lindsay', 'Jackson', '+60-18-6314551', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0200', 'C011', 'DRV177204F', DATE '2033-06-07', 'Julie', 'White', '+60-16-3042327', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0201', 'C002', 'DRV484653G', DATE '2030-11-16', 'William', 'Valdez', '+60-11-5438179', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0202', 'C009', 'DRV419754W', DATE '2034-11-27', 'Vincent', 'Smith', '+60-16-2929101', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0203', 'C004', 'DRV257340Y', DATE '2029-04-15', 'Joshua', 'Benitez', '+60-12-2520427', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0204', 'C005', 'DRV322826Y', DATE '2035-03-25', 'Danielle', 'Walker', '+60-15-2324991', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0205', 'C015', 'DRV228633S', DATE '2033-11-25', 'Julie', 'Koch', '+60-11-9495207', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0206', 'C007', 'DRV163210V', DATE '2033-05-19', 'Lucas', 'Little', '+60-16-6169728', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0207', 'C006', 'DRV138318K', DATE '2033-09-21', 'Heidi', 'Baird', '+60-10-5128333', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0208', 'C007', 'DRV387717G', DATE '2034-03-08', 'Steven', 'Rodriguez', '+60-18-5787109', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0209', 'C010', 'DRV517164E', DATE '2032-08-21', 'Michael', 'Osborne', '+60-18-9933758', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0210', 'C010', 'DRV433736W', DATE '2034-09-27', 'Jessica', 'Short', '+60-11-3626035', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0211', 'C017', 'DRV234871D', DATE '2032-06-10', 'Elizabeth', 'Johnson', '+60-10-7404966', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0212', 'C005', 'DRV759025G', DATE '2028-10-17', 'Denise', 'Harris', '+60-19-3927348', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0213', 'C017', 'DRV190232Y', DATE '2034-08-13', 'Roy', 'Massey', '+60-15-9469258', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0214', 'C015', 'DRV147198Y', DATE '2032-07-24', 'Sophia', 'Hickman', '+60-14-9350190', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0215', 'C012', 'DRV636760Y', DATE '2031-03-21', 'Stephanie', 'Kelly', '+60-11-5730517', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0216', 'C013', 'DRV539175W', DATE '2031-12-04', 'Emily', 'Reed', '+60-12-7727800', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0217', 'C010', 'DRV830043P', DATE '2027-06-09', 'David', 'Anderson', '+60-16-3420624', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0218', 'C012', 'DRV453820Q', DATE '2035-06-09', 'Alejandro', 'Tucker', '+60-12-1367106', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0219', 'C013', 'DRV476450D', DATE '2033-10-16', 'Ricardo', 'Porter', '+60-17-6333487', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0220', 'C013', 'DRV421993F', DATE '2029-11-04', 'Isaac', 'Perez', '+60-12-4169736', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0221', 'C006', 'DRV795915T', DATE '2033-09-10', 'Jillian', 'Wilson', '+60-18-7075423', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0222', 'C020', 'DRV560544K', DATE '2027-11-20', 'Michael', 'Hurley', '+60-10-5112275', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0223', 'C018', 'DRV627000D', DATE '2028-05-19', 'James', 'Davis', '+60-18-6008895', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0224', 'C016', 'DRV888483N', DATE '2028-09-12', 'Micheal', 'Lee', '+60-17-1994889', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0225', 'C001', 'DRV926903F', DATE '2027-10-02', 'Robert', 'Brewer', '+60-12-8200975', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0226', 'C014', 'DRV690331W', DATE '2034-04-08', 'Sarah', 'Kim', '+60-11-1962750', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0227', 'C015', 'DRV213108T', DATE '2034-04-01', 'Jennifer', 'Perry', '+60-11-1809802', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0228', 'C001', 'DRV497653D', DATE '2028-03-27', 'Sharon', 'Arroyo', '+60-13-8610598', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0229', 'C011', 'DRV243854Q', DATE '2033-04-26', 'Nicholas', 'Richard', '+60-19-3261777', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0230', 'C005', 'DRV628344J', DATE '2032-04-17', 'Micheal', 'Brown', '+60-11-5428604', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0231', 'C001', 'DRV701080O', DATE '2029-10-17', 'David', 'Wallace', '+60-17-2291255', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0232', 'C010', 'DRV715373M', DATE '2035-02-23', 'Manuel', 'Bryan', '+60-15-4957051', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0233', 'C010', 'DRV181703Y', DATE '2031-07-10', 'Leslie', 'Mitchell', '+60-15-7369174', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0234', 'C006', 'DRV464305M', DATE '2032-01-30', 'Cassidy', 'Ward', '+60-10-5026520', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0235', 'C009', 'DRV954960E', DATE '2027-03-24', 'Christina', 'Roberson', '+60-10-4183206', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0236', 'C013', 'DRV868681S', DATE '2030-03-06', 'Mark', 'Graves', '+60-13-6803417', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0237', 'C004', 'DRV337831W', DATE '2030-05-30', 'Melinda', 'Lozano', '+60-13-7022596', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0238', 'C007', 'DRV807370F', DATE '2029-05-28', 'James', 'Olson', '+60-10-5981310', 'active');
