CREATE INDEX idx_shopType ON shop(shopType);
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0001', 'S001', 'KL01', 'Ahmad Faizal bin Rashid', '+60123456789', 'Food', 245.50, 'active', TIMESTAMP '2020-03-15 10:12:45', TIMESTAMP '2021-05-20 12:25:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0085', 'S015', 'KK05', 'Faisal bin Hamid', '+60135556663', 'Souvenir', 400.25, 'under renovation', TIMESTAMP '2021-05-10 07:50:15', TIMESTAMP '2022-06-18 11:15:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0086', 'S016', 'SD05', 'Angeline Lim', '+60117778885', 'Bookstore', 320.60, 'active', TIMESTAMP '2020-01-12 09:40:25', TIMESTAMP '2021-03-22 13:50:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0087', 'S017', 'TW05', 'Mazlan bin Ahmad', '+60149990007', 'Cafe', 210.30, 'active', TIMESTAMP '2019-08-05 08:55:40', TIMESTAMP '2020-10-15 11:35:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0088', 'S018', 'MR05', 'Prakash a/l Ramu', '+60181112220', 'Retail', 305.50, 'under renovation', TIMESTAMP '2021-02-18 10:15:10', TIMESTAMP '2022-04-22 12:45:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0089', 'S019', 'SB202', 'Linda Chong', '+60123334442', 'Food', 195.25, 'active', TIMESTAMP '2020-06-25 07:50:25', TIMESTAMP '2021-08-18 10:20:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0090', 'S020', 'BT05', 'Rosli bin Dollah', '+60195556664', 'Convenience', 280.10, 'active', TIMESTAMP '2019-11-12 09:25:40', TIMESTAMP '2020-12-20 13:10:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0091', 'S001', 'KL07', 'Susan Tan', '+60167778886', 'Souvenir', 400.50, 'under renovation', TIMESTAMP '2021-03-15 08:35:20', TIMESTAMP '2022-05-22 11:40:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0092', 'S002', 'PJ07', 'Jamaliah binti Omar', '+60179990008', 'Bookstore', 320.40, 'active', TIMESTAMP '2020-07-05 09:20:30', TIMESTAMP '2021-09-10 14:05:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0093', 'S003', 'SA06', 'Dinesh a/l Chandran', '+60131112221', 'Cafe', 210.20, 'inactive', TIMESTAMP '2019-10-12 10:15:20', TIMESTAMP '2020-12-18 12:40:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0094', 'S004', 'SJ06', 'Halim bin Abdullah', '+60113334443', 'Retail', 250.75, 'active', TIMESTAMP '2021-04-18 08:45:15', TIMESTAMP '2022-06-20 11:30:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0095', 'S005', 'KN06', 'Audrey Yeoh', '+60145556665', 'Food', 195.90, 'active', TIMESTAMP '2020-07-22 09:30:40', TIMESTAMP '2021-09-15 14:10:50');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0096', 'S006', 'JB06', 'Mustafa bin Ali', '+60187778887', 'Convenience', 280.30, 'under renovation', TIMESTAMP '2019-12-18 07:50:30', TIMESTAMP '2020-11-22 12:25:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0097', 'S007', 'ML06', 'Sharon Kaur', '+60129990009', 'Souvenir', 400.10, 'active', TIMESTAMP '2021-05-10 10:05:20', TIMESTAMP '2022-06-18 13:50:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0098', 'S008', 'GT06', 'Kumar a/l Siva', '+60191112222', 'Bookstore', 320.25, 'inactive', TIMESTAMP '2020-01-12 09:20:25', TIMESTAMP '2021-03-22 12:35:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0099', 'S009', 'IP06', 'Aina binti Zulkifli', '+60163334444', 'Cafe', 210.50, 'active', TIMESTAMP '2019-08-05 08:55:40', TIMESTAMP '2020-10-15 11:25:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0100', 'S010', 'KT06', 'Michael Tan Eng Guan', '+60175556666', 'Retail', 305.60, 'active', TIMESTAMP '2021-02-18 10:15:10', TIMESTAMP '2022-04-22 12:45:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0101', 'S001', 'KL06', 'Halimah binti Jalil', '+60137778888', 'Food', 245.50, 'active', TIMESTAMP '2020-03-12 10:15:20', TIMESTAMP '2021-05-18 12:40:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0102', 'S002', 'PJ06', 'Steven Cheah', '+60119990000', 'Retail', 310.75, 'inactive', TIMESTAMP '2021-04-18 08:45:15', TIMESTAMP '2022-06-20 11:30:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0103', 'S003', 'SA05', 'Indrani d/o Rajaratnam', '+60141112223', 'Cafe', 195.20, 'active', TIMESTAMP '2019-08-22 09:30:40', TIMESTAMP '2021-02-14 14:10:50');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0104', 'S004', 'SJ05', 'Dr. Azman bin Hassan', '+60183334445', 'Pharmacy', 280.60, 'active', TIMESTAMP '2020-07-10 07:50:30', TIMESTAMP '2022-01-22 12:25:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0105', 'S005', 'KN05', 'Jenny Lim', '+60125556667', 'Souvenir', 400.10, 'under renovation', TIMESTAMP '2021-05-22 10:05:20', TIMESTAMP '2022-06-18 13:50:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0106', 'S006', 'JB05', 'Richard Gomez', '+60197778889', 'Bookstore', 320.40, 'active', TIMESTAMP '2020-01-12 09:20:25', TIMESTAMP '2021-03-22 12:35:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0107', 'S007', 'ML05', 'Normah binti Ishak', '+60169990001', 'Retail', 180.75, 'inactive', TIMESTAMP '2019-08-05 08:55:40', TIMESTAMP '2020-10-15 11:25:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0108', 'S008', 'GT05', 'Suresh Naidu', '+60171112224', 'Food', 270.60, 'active', TIMESTAMP '2021-02-18 10:15:10', TIMESTAMP '2022-04-22 12:50:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0109', 'S009', 'IP05', 'Ong Beng Hee', '+60133334446', 'Convenience', 305.25, 'active', TIMESTAMP '2020-06-25 07:55:30', TIMESTAMP '2021-08-18 10:20:40');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0110', 'S010', 'KT05', 'Khadijah binti Wahab', '+60115556668', 'Cafe', 220.90, 'under renovation', TIMESTAMP '2019-11-12 09:30:20', TIMESTAMP '2020-12-20 13:15:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0111', 'S011', 'SB05', 'Chew Weng Chun', '+60147778880', 'Retail', 250.75, 'active', TIMESTAMP '2021-03-15 08:40:10', TIMESTAMP '2022-05-22 12:30:40');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0112', 'S012', 'AS05', 'Rohani binti Mat', '+60189990002', 'Food', 190.50, 'inactive', TIMESTAMP '2020-07-05 09:30:20', TIMESTAMP '2021-09-10 14:25:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0113', 'S013', 'KB05', 'Maniam a/l Velu', '+60121112225', 'Convenience', 280.80, 'active', TIMESTAMP '2019-12-18 10:20:25', TIMESTAMP '2020-11-22 12:40:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0114', 'S014', 'KT206', 'Elaine Ng', '+60193334447', 'Souvenir', 400.50, 'active', TIMESTAMP '2021-05-10 07:50:15', TIMESTAMP '2022-06-18 11:15:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0115', 'S015', 'KK05', 'Abdullah bin Sidek', '+60165556669', 'Bookstore', 320.25, 'under renovation', TIMESTAMP '2020-01-12 09:40:25', TIMESTAMP '2021-03-22 13:50:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0116', 'S016', 'SD05', 'Joanne Lee', '+60177778881', 'Cafe', 210.10, 'active', TIMESTAMP '2019-08-05 08:55:40', TIMESTAMP '2020-10-15 11:35:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0117', 'S017', 'TW05', 'Marina binti Mokhtar', '+60139990003', 'Retail', 305.60, 'inactive', TIMESTAMP '2021-02-18 10:15:10', TIMESTAMP '2022-04-22 12:45:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0118', 'S018', 'MR05', 'Gobind Singh', '+60111112226', 'Food', 195.40, 'active', TIMESTAMP '2020-06-25 07:50:25', TIMESTAMP '2021-08-18 10:20:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0119', 'S019', 'SB204', 'Nazri bin Aziz', '+60143334448', 'Convenience', 280.75, 'active', TIMESTAMP '2019-11-12 09:25:40', TIMESTAMP '2020-12-20 13:10:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0120', 'S020', 'BT05', 'Michelle Yeoh', '+60185556660', 'Souvenir', 400.20, 'under renovation', TIMESTAMP '2021-03-15 08:35:20', TIMESTAMP '2022-05-22 11:40:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0121', 'S001', 'KL07', 'Faridah Merican', '+60127778882', 'Bookstore', 320.10, 'active', TIMESTAMP '2020-07-05 09:20:30', TIMESTAMP '2021-09-10 14:05:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0122', 'S002', 'PJ07', 'Harun bin Salim', '+60199990004', 'Retail', 250.40, 'inactive', TIMESTAMP '2019-10-12 10:15:20', TIMESTAMP '2020-12-18 12:40:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0123', 'S003', 'SA06', 'Shanti a/p Subramaniam', '+60161112227', 'Food', 195.75, 'active', TIMESTAMP '2021-04-18 08:45:15', TIMESTAMP '2022-06-20 11:30:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0124', 'S004', 'SJ06', 'Othman bin Wok', '+60173334449', 'Convenience', 280.20, 'active', TIMESTAMP '2020-07-22 09:30:40', TIMESTAMP '2021-09-15 14:10:50');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0125', 'S005', 'KN06', 'Lilian Too', '+60135556661', 'Souvenir', 400.00, 'under renovation', TIMESTAMP '2019-12-18 07:50:30', TIMESTAMP '2020-11-22 12:25:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0126', 'S006', 'JB06', 'Douglas Lim', '+60117778883', 'Bookstore', 320.30, 'active', TIMESTAMP '2021-05-10 10:05:20', TIMESTAMP '2022-06-18 13:50:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0127', 'S007', 'ML06', 'Yasmin binti Ahmad', '+60149990005', 'Cafe', 210.50, 'inactive', TIMESTAMP '2020-01-12 09:20:25', TIMESTAMP '2021-03-22 12:35:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0128', 'S008', 'GT06', 'Ramesh a/l Arumugam', '+60181112228', 'Retail', 305.75, 'active', TIMESTAMP '2019-08-05 08:55:40', TIMESTAMP '2020-10-15 11:25:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0129', 'S009', 'IP06', 'Jamilah binti Abu Bakar', '+60123334440', 'Food', 195.60, 'active', TIMESTAMP '2021-02-18 10:15:10', TIMESTAMP '2022-04-22 12:50:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0130', 'S010', 'KT06', 'Kenny Chan', '+60195556662', 'Convenience', 280.40, 'under renovation', TIMESTAMP '2020-06-25 07:55:30', TIMESTAMP '2021-08-18 10:20:40');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0131', 'S011', 'SB06', 'Sheila Majid', '+60167778884', 'Cafe', 210.75, 'active', TIMESTAMP '2019-11-12 09:30:20', TIMESTAMP '2020-12-20 13:15:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0132', 'S012', 'AS06', 'Vivian Lee', '+60179990006', 'Retail', 250.60, 'inactive', TIMESTAMP '2021-03-15 08:40:10', TIMESTAMP '2022-05-22 12:30:40');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0133', 'S013', 'KB06', 'Zainuddin bin Ishak', '+60131112229', 'Food', 195.80, 'active', TIMESTAMP '2020-07-05 09:30:20', TIMESTAMP '2021-09-10 14:25:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0134', 'S014', 'KT207', 'Prema d/o Krishnan', '+60113334441', 'Convenience', 280.90, 'active', TIMESTAMP '2019-12-18 10:20:25', TIMESTAMP '2020-11-22 12:40:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0135', 'S015', 'KK06', 'Arumugam a/l Pillay', '+60145556663', 'Souvenir', 400.25, 'under renovation', TIMESTAMP '2021-05-10 07:50:15', TIMESTAMP '2022-06-18 11:15:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0136', 'S016', 'SD06', 'Peter Tan', '+60187778885', 'Bookstore', 320.60, 'active', TIMESTAMP '2020-01-12 09:40:25', TIMESTAMP '2021-03-22 13:50:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0137', 'S017', 'TW06', 'Norlida binti Abdul', '+60129990007', 'Cafe', 210.30, 'active', TIMESTAMP '2019-08-05 08:55:40', TIMESTAMP '2020-10-15 11:35:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0138', 'S018', 'MR06', 'Balan a/l Krishnan', '+60191112220', 'Retail', 305.50, 'under renovation', TIMESTAMP '2021-02-18 10:15:10', TIMESTAMP '2022-04-22 12:45:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0139', 'S019', 'SB205', 'Alicia Tan', '+60163334442', 'Food', 195.25, 'active', TIMESTAMP '2020-06-25 07:50:25', TIMESTAMP '2021-08-18 10:20:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0140', 'S020', 'BT06', 'Yusof bin Ishak', '+60175556664', 'Convenience', 280.10, 'active', TIMESTAMP '2019-11-12 09:25:40', TIMESTAMP '2020-12-20 13:10:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0141', 'S001', 'KL08', 'Cindy Leong', '+60137778886', 'Souvenir', 400.50, 'under renovation', TIMESTAMP '2021-03-15 08:35:20', TIMESTAMP '2022-05-22 11:40:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0142', 'S002', 'PJ08', 'Ahmad bin Ismail', '+60123456789', 'Bookstore', 320.40, 'active', TIMESTAMP '2020-07-05 09:20:30', TIMESTAMP '2021-09-10 14:05:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0143', 'S003', 'SA07', 'Sarah Tan Wei Lin', '+60162184567', 'Cafe', 210.20, 'inactive', TIMESTAMP '2019-10-12 10:15:20', TIMESTAMP '2020-12-18 12:40:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0144', 'S004', 'SJ07', 'Kumar a/l Segeram', '+60195671234', 'Retail', 250.75, 'active', TIMESTAMP '2021-04-18 08:45:15', TIMESTAMP '2022-06-20 11:30:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0145', 'S005', 'KN07', 'Nurul Syafiqah binti Hassan', '+60137890123', 'Food', 195.90, 'active', TIMESTAMP '2020-07-22 09:30:40', TIMESTAMP '2021-09-15 14:10:50');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0146', 'S006', 'JB07', 'Lee Chen Long', '+60178901234', 'Convenience', 280.30, 'under renovation', TIMESTAMP '2019-12-18 07:50:30', TIMESTAMP '2020-11-22 12:25:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0147', 'S007', 'ML07', 'Siti Aishah binti Mohd Ali', '+60112340987', 'Souvenir', 400.10, 'active', TIMESTAMP '2021-05-10 10:05:20', TIMESTAMP '2022-06-18 13:50:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0148', 'S008', 'GT07', 'Wong Fei Hung', '+60187654321', 'Bookstore', 320.25, 'inactive', TIMESTAMP '2020-01-12 09:20:25', TIMESTAMP '2021-03-22 12:35:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0149', 'S009', 'IP07', 'Devi a/p Rajendran', '+60148765432', 'Cafe', 210.50, 'active', TIMESTAMP '2019-08-05 08:55:40', TIMESTAMP '2020-10-15 11:25:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0150', 'S010', 'KT07', 'Muhammad Hafiz bin Yusof', '+60129876543', 'Retail', 305.60, 'active', TIMESTAMP '2021-02-18 10:15:10', TIMESTAMP '2022-04-22 12:45:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0151', 'S003', 'SA08', 'Chong Mei Ling', '+60161112233', 'Food', 220.50, 'active', TIMESTAMP '2021-01-12 09:10:20', TIMESTAMP '2022-03-15 11:40:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0152', 'S010', 'KT08', 'Abdul Rahim bin Ahmad', '+60194445555', 'Retail', 310.75, 'inactive', TIMESTAMP '2020-06-18 08:25:15', TIMESTAMP '2021-08-20 10:50:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0153', 'S001', 'KL09', 'Tan Bee Choo', '+60136667777', 'Cafe', 195.20, 'active', TIMESTAMP '2019-09-22 10:30:40', TIMESTAMP '2021-01-14 13:10:50');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0154', 'S006', 'JB08', 'Dr. Benjamin Robert', '+60178889999', 'Pharmacy', 280.60, 'active', TIMESTAMP '2020-03-10 07:50:30', TIMESTAMP '2021-05-22 12:25:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0155', 'S014', 'KT208', 'Norsiah binti Jamil', '+60110001111', 'Souvenir', 400.10, 'under renovation', TIMESTAMP '2021-07-22 10:05:20', TIMESTAMP '2022-09-18 13:50:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0156', 'S008', 'GT08', 'Lim Jin Wei', '+60182223333', 'Bookstore', 320.40, 'active', TIMESTAMP '2020-01-12 09:20:25', TIMESTAMP '2021-03-22 12:35:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0157', 'S005', 'KN08', 'Anand a/l Subramaniam', '+60143210987', 'Retail', 180.75, 'inactive', TIMESTAMP '2019-08-05 08:55:40', TIMESTAMP '2020-10-15 11:25:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0158', 'S012', 'AS08', 'Noor Azman bin Samad', '+60126549870', 'Food', 270.60, 'active', TIMESTAMP '2021-02-18 10:15:10', TIMESTAMP '2022-04-22 12:50:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0159', 'S002', 'PJ09', 'Sofia binti Zakaria', '+60167890123', 'Convenience', 305.25, 'active', TIMESTAMP '2020-06-25 07:55:30', TIMESTAMP '2021-08-18 10:20:40');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0160', 'S019', 'SB206', 'Ramesh a/l Maniam', '+60190123456', 'Cafe', 220.90, 'under renovation', TIMESTAMP '2019-11-12 09:30:20', TIMESTAMP '2020-12-20 13:15:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0161', 'S011', 'SB08', 'Cheng Kar Meng', '+60111597530', 'Retail', 250.75, 'active', TIMESTAMP '2021-03-15 08:40:10', TIMESTAMP '2022-05-22 12:30:40');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0162', 'S004', 'SJ08', 'Aina binti Rosli', '+60134862759', 'Food', 190.50, 'inactive', TIMESTAMP '2020-07-05 09:30:20', TIMESTAMP '2021-09-10 14:25:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0163', 'S016', 'SD08', 'Zulkifli bin Omar', '+60179518462', 'Convenience', 280.80, 'active', TIMESTAMP '2019-12-18 10:20:25', TIMESTAMP '2020-11-22 12:40:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0164', 'S017', 'TW08', 'Pearly Chua', '+60182648035', 'Souvenir', 400.50, 'active', TIMESTAMP '2021-05-10 07:50:15', TIMESTAMP '2022-06-18 11:15:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0165', 'S018', 'MR08', 'Ismail bin Ibrahim', '+60145729163', 'Bookstore', 320.25, 'under renovation', TIMESTAMP '2020-01-12 09:40:25', TIMESTAMP '2021-03-22 13:50:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0166', 'S013', 'KB08', 'Goh Siow Mei', '+60123804629', 'Cafe', 210.10, 'active', TIMESTAMP '2019-08-05 08:55:40', TIMESTAMP '2020-10-15 11:35:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0167', 'S020', 'BT08', 'Mageswari a/p Selvam', '+60167291548', 'Retail', 305.60, 'inactive', TIMESTAMP '2021-02-18 10:15:10', TIMESTAMP '2022-04-22 12:45:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0168', 'S009', 'IP08', 'Firdaus bin Hamzah', '+60194837261', 'Food', 195.40, 'active', TIMESTAMP '2020-06-25 07:50:25', TIMESTAMP '2021-08-18 10:20:15');
